Ward,Ward Latitude,Ward Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
W07,43.46636455,-80.52301221,Princess Cafe,43.46647555760654,-80.52260354141944,Café
W07,43.46636455,-80.52301221,Empress of India,43.46883516519108,-80.52350740395663,Indian Restaurant
W07,43.46636455,-80.52301221,My-Thai,43.466647629429076,-80.52291471771197,Thai Restaurant
W07,43.46636455,-80.52301221,Taco Farm,43.46521288513057,-80.52288767874565,Mexican Restaurant
W07,43.46636455,-80.52301221,DAVIDsTEA,43.46330879536602,-80.52227523475631,Tea Room
W07,43.46636455,-80.52301221,Starbucks,43.463184,-80.522226,Coffee Shop
W07,43.46636455,-80.52301221,Moksha Yoga,43.46531979757804,-80.51882668117648,Yoga Studio
W07,43.46636455,-80.52301221,LCBO,43.46204278169505,-80.52186819192566,Liquor Store
W07,43.46636455,-80.52301221,Princess Twin,43.46654143912124,-80.52254480315783,Indie Movie Theater
W07,43.46636455,-80.52301221,Delta Hotels by Marriott Waterloo,43.4633637,-80.5284486,Hotel
W07,43.46636455,-80.52301221,Orange Monkey Music,43.46667371372696,-80.52325295974526,Record Shop
W07,43.46636455,-80.52301221,Solé Restaurant and Wine Bar,43.463539,-80.527127,Wine Bar
W07,43.46636455,-80.52301221,All My Nails Salon,43.46460170222692,-80.52206068018398,Nail Salon
W07,43.46636455,-80.52301221,The Waters Spa,43.46331941141367,-80.52291748346873,Spa
W07,43.46636455,-80.52301221,Red House,43.46074319348031,-80.5225575605537,Restaurant
W07,43.46636455,-80.52301221,The Works Gourmet Burger Bistro,43.463159,-80.521488,Restaurant
W07,43.46636455,-80.52301221,Café 22,43.46452938443149,-80.52215407643622,Café
W07,43.46636455,-80.52301221,Carry-On Comics & Books,43.466077035537396,-80.5225383900003,Bookstore
W07,43.46636455,-80.52301221,Owl Of Minerva Korean Restaurant And Bar,43.46535896487901,-80.52224179404492,Korean Restaurant
W07,43.46636455,-80.52301221,Gourmet Pizza,43.46296321812387,-80.52335510606022,Pizza Place
W07,43.46636455,-80.52301221,Words Worth Books,43.46299921640062,-80.52189822319414,Bookstore
W07,43.46636455,-80.52301221,Lion Brewery Restaurant,43.46685636390227,-80.52313465450604,German Restaurant
W07,43.46636455,-80.52301221,Yogurty's,43.46410328645303,-80.52258695539973,Frozen Yogurt Shop
W07,43.46636455,-80.52301221,Ginas Spa Hair Studio Medi Spa,43.465638,-80.521263,Salon / Barbershop
W07,43.46636455,-80.52301221,Marbles,43.46217656914553,-80.52108291916905,Restaurant
W07,43.46636455,-80.52301221,Cora's,43.463997809997466,-80.52351835726822,Breakfast Spot
W07,43.46636455,-80.52301221,The Huether Hotel,43.46689121358575,-80.5230829524126,Brewery
W07,43.46636455,-80.52301221,Canadian Clay & Glass Gallery,43.465009,-80.52569,Art Gallery
W07,43.46636455,-80.52301221,King Street Trio,43.46437618498207,-80.52197013274143,Restaurant
W07,43.46636455,-80.52301221,Wildfire Steakhouse,43.462376779034734,-80.52129545166622,Steakhouse
W07,43.46636455,-80.52301221,Proof Kitchen & Lounge,43.46324124255356,-80.5283698116393,Gastropub
W07,43.46636455,-80.52301221,The Shops at Waterloo Town Square,43.46360375596911,-80.52327275276184,Shopping Mall
W07,43.46636455,-80.52301221,TD Canada Trust,43.46478738548141,-80.52257001399994,Bank
W07,43.46636455,-80.52301221,Café 1842,43.46687005536107,-80.52300949938034,Café
W07,43.46636455,-80.52301221,Bulk Barn,43.46925459552136,-80.51590397035073,Food & Drink Shop
W07,43.46636455,-80.52301221,Symposium Café Restaurant & Lounge,43.46522635075343,-80.52210751961032,Restaurant
W07,43.46636455,-80.52301221,Thai Sun,43.46298001954848,-80.52358595450673,Thai Restaurant
W07,43.46636455,-80.52301221,Waterloo Public Square,43.463936205521044,-80.52195040800994,Plaza
W07,43.46636455,-80.52301221,Fratello Pizza,43.46793859996191,-80.52293385099932,Pizza Place
W07,43.46636455,-80.52301221,Booster Juice,43.46302948,-80.52364539,Juice Bar
W07,43.46636455,-80.52301221,Tim Hortons,43.46901458360032,-80.52366435527807,Coffee Shop
W07,43.46636455,-80.52301221,Starlight Lounge,43.466463021497766,-80.52294040101587,Bar
W07,43.46636455,-80.52301221,Angie's Kitchen,43.4646042694465,-80.52416772781638,Breakfast Spot
W07,43.46636455,-80.52301221,Bob's valu-mart,43.463495,-80.523537,Grocery Store
W07,43.46636455,-80.52301221,Long & McQuade Musical Instruments,43.4663385496964,-80.52245909016222,Music Store
W07,43.46636455,-80.52301221,Shoppers Drug Mart,43.463868,-80.522773,Pharmacy
W07,43.46636455,-80.52301221,McCabe's Irish Pub & Grill Waterloo,43.464218934726375,-80.52186459302902,Pub
W07,43.46636455,-80.52301221,Heel Boy,43.46383373880983,-80.5232255888693,Shoe Store
W07,43.46636455,-80.52301221,Barley Works,43.46702534397642,-80.5230997597752,American Restaurant
W07,43.46636455,-80.52301221,RBC Royal Bank,43.46373823323546,-80.52177407708596,Bank
W07,43.46636455,-80.52301221,Petro-Canada,43.469921,-80.515485,Gas Station
W07,43.46636455,-80.52301221,Nougat Bakery,43.46312233164358,-80.52340659683671,Bakery
W07,43.46636455,-80.52301221,Sanction Skate & Snow,43.46302750689788,-80.52197456359862,Board Shop
W07,43.46636455,-80.52301221,Sobeys Bridgeport,43.469879,-80.515248,Grocery Store
W07,43.46636455,-80.52301221,iShawarma,43.469267,-80.515951,Middle Eastern Restaurant
